CMDLINE /oak/stanford/groups/akundaje/sjessa/software/miniconda3/envs/nucleoatac2/bin/nucleoatac run --bam example/example.bam --bed example/example.bed --fasta example/sacCer3.fa --out profiling/after/example --cores 2
MEM 159.816406 1776319226.4741
MEM 159.816406 1776319226.5744
MEM 159.816406 1776319226.6746
MEM 159.816406 1776319226.7748
MEM 164.453125 1776319226.8750
MEM 180.218750 1776319226.9753
MEM 180.218750 1776319227.0755
MEM 180.218750 1776319227.1757
MEM 186.410156 1776319227.2759
MEM 186.417969 1776319227.3761
MEM 186.417969 1776319227.4764
MEM 186.417969 1776319227.5766
MEM 186.417969 1776319227.6768
MEM 186.417969 1776319227.7770
MEM 186.417969 1776319227.8772
MEM 186.417969 1776319227.9773
MEM 186.417969 1776319228.0774
MEM 186.417969 1776319228.1776
MEM 186.417969 1776319228.2777
MEM 186.417969 1776319228.3780
MEM 186.417969 1776319228.4782
MEM 186.417969 1776319228.5783
MEM 186.417969 1776319228.6784
MEM 186.417969 1776319228.7786
MEM 203.882812 1776319228.8788
MEM 193.652344 1776319228.9791
MEM 193.652344 1776319229.0793
MEM 193.652344 1776319229.1795
MEM 193.652344 1776319229.2796
MEM 193.652344 1776319229.3797
MEM 193.652344 1776319229.4799
MEM 193.652344 1776319229.5800
MEM 193.652344 1776319229.6801
MEM 193.652344 1776319229.7802
MEM 193.652344 1776319229.8803
MEM 193.652344 1776319229.9804
MEM 193.652344 1776319230.0806
MEM 193.652344 1776319230.1807
MEM 193.652344 1776319230.2808
MEM 193.652344 1776319230.3809
MEM 193.652344 1776319230.4811
MEM 193.652344 1776319230.5812
MEM 193.652344 1776319230.6814
MEM 193.652344 1776319230.7816
MEM 193.652344 1776319230.8819
MEM 193.652344 1776319230.9821
MEM 193.652344 1776319231.0823
MEM 193.652344 1776319231.1824
MEM 193.652344 1776319231.2826
MEM 193.652344 1776319231.3828
MEM 193.652344 1776319231.4829
MEM 193.652344 1776319231.5831
MEM 193.652344 1776319231.6833
MEM 193.652344 1776319231.7834
MEM 193.652344 1776319231.8837
MEM 193.652344 1776319231.9838
MEM 230.000000 1776319232.0841
